TIME;TIME(s);LAT;LON;H;RHO;THETA;MODE 3/A;FL;TA;TI;BP;RA;TTA;GS;TAR;TAS;HDG;IAS;BAR;IVV;TN;HEADING;STAT_230
01:52:11:586;6732;41,11135501;2,08795370;701,082346495241;11,378906;183,224487;2005;23;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-60,117188;190;-864;-864;2631;300,3168;No alert, no SPI, aircraft airbone;
01:52:15:594;6736;41,11324842;2,08382269;678,221304436214;11,277344;184,207764;2005;22,25;346047;VLG7895;1017;5,625;-57,129;198;0,531;196;-58,007812;190;-832;-832;2631;303,0469;No alert, no SPI, aircraft airbone;
01:52:19:602;6740;41,11538647;2,07984377;662,980123827234;11,164062;185,180054;2005;21,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-56,25;189;-768;-736;2631;304,8926;No alert, no SPI, aircraft airbone;
01:52:23:617;6744;41,11757391;2,07593203;647,738892656751;11,050781;186,157837;2005;21,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-55,371094;188;-704;-608;2631;306,1121;No alert, no SPI, aircraft airbone;
01:52:27:625;6748;41,11974304;2,07212484;640,117646380328;10,941406;187,130127;2005;21;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-54,84375;184;-128;128;2631;307,0459;No alert, no SPI, aircraft airbone;
01:52:31:641;6752;41,12195601;2,06845331;647,736364558339;10,832031;188,091431;2005;21,25;346047;VLG7895;1017;4,395;-52,383;188;0,469;184;-54,492188;179;288;256;2631;307,4744;No alert, no SPI, aircraft airbone;
01:52:35:656;6756;41,12414675;2,06483487;647,73507124465;10,726562;189,058228;2005;21,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-52,382812;176;-448;-544;2631;309,0454;No alert, no SPI, aircraft airbone;
01:52:39:664;6760;41,12635921;2,06141381;632,493766149506;10,621094;189,997559;2005;20,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-50,625;175;-1024;-1056;2631;310,7703;No alert, no SPI, aircraft airbone;
01:52:43:680;6764;41,12859684;2,05814330;609,632448116317;10,515625;190,92041;2005;20;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-49,746094;175;-672;-736;2631;311,8909;No alert, no SPI, aircraft airbone;
01:52:47:688;6768;41,13088288;2,05489386;602,011094996706;10,410156;191,859741;2005;19,75;346047;VLG7895;1017;0,879;-47,461;182;-0,062;180;-49,570312;175;-544;-480;2631;312,5446;No alert, no SPI, aircraft airbone;
01:52:51:703;6772;41,13321880;2,05162460;586,769701723009;10,304688;192,826538;2005;19,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-49,042969;173;-416;-352;2631;312,9785;No alert, no SPI, aircraft airbone;
01:52:55:711;6776;41,13551068;2,04853141;586,768335447647;10,203125;193,765869;2005;19,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-45,703125;169;-256;-160;2631;315;No alert, no SPI, aircraft airbone;
01:52:59:727;6780;41,13791720;2,04544234;586,766910826787;10,097656;194,732666;2005;19,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-43,066406;166;32;-64;2631;317,7905;No alert, no SPI, aircraft airbone;
01:53:03:734;6784;41,14042458;2,04275586;586,76550265681;9,984375;195,628052;2005;19,25;346047;VLG7895;1017;10,020;-38,496;172;1,312;170;-38,496094;165;32;-32;2631;321,5973;No alert, no SPI, aircraft airbone;
01:53:07:750;6788;41,14299323;2,04028254;579,144103628583;9,867188;196,495972;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-33,925781;164;-32;-32;2631;325,6622;No alert, no SPI, aircraft airbone;
01:53:11:758;6792;41,14567536;2,03808807;579,142712043598;9,742188;197,325439;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-29,179688;164;-32;0;2631;330,5841;No alert, no SPI, aircraft airbone;
01:53:15:766;6796;41,14851973;2,03621790;579,141326150857;9,605469;198,110962;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-25,839844;163;-32;0;2631;334,3304;No alert, no SPI, aircraft airbone;
01:53:19:773;6800;41,15146737;2,03460789;579,139963098802;9,460938;198,863525;2005;19;346047;VLG7895;1017;2,812;-23,730;170;0,281;168;-24,785156;163;-64;-32;2631;336,1377;No alert, no SPI, aircraft airbone;
01:53:23:781;6804;41,15443032;2,03305157;579,138618826866;9,316406;199,627075;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-23,730469;163;-32;-32;2631;337,6373;No alert, no SPI, aircraft airbone;
01:53:27:797;6808;41,15738753;2,03162383;579,13731654454;9,171875;200,379639;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-16,171875;162;0;-32;2631;339,4391;No alert, no SPI, aircraft airbone;
01:53:31:805;6812;41,16049253;2,03074870;579,136092644185;9,011719;201,027832;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;-4,21875;162;64;64;2631;350,8649;No alert, no SPI, aircraft airbone;
01:53:35:805;6816;41,16372984;2,03091214;579,135058199987;8,828125;201,434326;2005;19;346047;VLG7895;1017;16,523;0,879;170;2,125;166;4,042969;162;32;32;2631;1,0107;No alert, no SPI, aircraft airbone;
01:53:39:813;6820;41,16693181;2,03145326;579,134136096574;8,640625;201,747437;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;9,140625;161;-64;0;2631;8,0804;No alert, no SPI, aircraft airbone;
01:53:43:836;6824;41,17007964;2,03241891;579,133338882588;8,449219;201,94519;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;11,953125;161;32;0;2631;12,1619;No alert, no SPI, aircraft airbone;
01:53:47:820;6828;41,17310593;2,03355823;579,132633491419;8,261719;202,08252;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;14,0625;162;0;0;2631;14,6063;No alert, no SPI, aircraft airbone;
01:53:51:820;6832;41,17617317;2,03479646;579,131953171454;8,070312;202,203369;2005;19;346047;VLG7895;1017;1,406;15,996;170;-0,062;166;14,941406;161;-32;0;2631;15,9906;No alert, no SPI, aircraft airbone;
01:53:55:820;6836;41,17915178;2,03609609;579,131328145042;7,882812;202,296753;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;15,117188;161;-32;0;2631;16,7267;No alert, no SPI, aircraft airbone;
01:53:59:828;6840;41,18221060;2,03736616;579,130691548809;7,691406;202,417603;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;14,941406;161;32;0;2631;17,0508;No alert, no SPI, aircraft airbone;
01:54:03:828;6844;41,18521386;2,03859086;579,130079829134;7,503906;202,549438;2005;19;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;15,117188;161;0;0;2631;17,0508;No alert, no SPI, aircraft airbone;
01:54:07:828;6848;41,18820782;2,03984795;579,129493647255;7,316406;202,675781;2005;19;346047;VLG7895;1017;0,703;17,227;170;0,25;166;15,117188;161;-192;-224;2631;17,0508;No alert, no SPI, aircraft airbone;
01:54:11:836;6852;41,19127216;2,04109872;571,508905029856;7,125;202,824097;2005;18,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;15,292969;161;-576;-640;2631;17,3694;No alert, no SPI, aircraft airbone;
01:54:15:836;6856;41,19427677;2,04230804;556,268342480063;6,9375;202,983398;2005;18,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;15,46875;160;-800;-800;2631;17,3694;No alert, no SPI, aircraft airbone;
01:54:19:844;6860;41,19733962;2,04355986;541,027790129185;6,746094;203,148193;2005;17,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;15,820312;160;-832;-864;2631;17,7924;No alert, no SPI, aircraft airbone;
01:54:23:844;6864;41,20031705;2,04485000;518,167282311246;6,558594;203,291016;2005;17;346047;VLG7895;1017;1,055;18,105;170;0,156;164;16,171875;159;-864;-928;2631;18,2208;No alert, no SPI, aircraft airbone;
01:54:27:844;6868;41,20328350;2,04618577;502,926800724119;6,371094;203,422852;2005;16,5;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,523438;158;-992;-960;2631;18,2208;No alert, no SPI, aircraft airbone;
01:54:31:852;6872;41,20619030;2,04747952;480,066341931;6,1875;203,565674;2005;15,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,875;157;-1088;-1024;2631;18,6493;No alert, no SPI, aircraft airbone;
01:54:35:852;6876;41,20914618;2,04885161;464,82589973975;6;203,69751;2005;15,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,875;156;-736;-928;2631;18,8635;No alert, no SPI, aircraft airbone;
01:54:39:875;6880;41,21204088;2,05019547;449,585481743328;5,816406;203,834839;2005;14,75;346047;VLG7895;1017;0,176;18,984;166;-0,375;158;16,699219;154;-544;-960;2631;19,0887;No alert, no SPI, aircraft airbone;
01:54:43:875;6884;41,21494229;2,05151249;426,725073379464;5,632812;203,994141;2005;14;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,875;152;-960;-896;2631;18,8745;No alert, no SPI, aircraft airbone;
01:54:47:859;6888;41,21777689;2,05282731;411,484692977741;5,453125;204,147949;2005;13,5;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,226562;150;-896;-864;2631;19,1052;No alert, no SPI, aircraft airbone;
01:54:51:867;6892;41,22061244;2,05414169;396,244326567277;5,273438;204,312744;2005;13;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,226562;148;-704;-608;2631;19,0009;No alert, no SPI, aircraft airbone;
01:54:55:867;6896;41,22339235;2,05541219;381,003978780471;5,097656;204,494019;2005;12,5;346047;VLG7895;1017;0,176;18,984;156;0;148;17,226562;145;-704;-736;2631;19,0118;No alert, no SPI, aircraft airbone;
01:54:59:867;6900;41,22611268;2,05665066;365,763651202433;4,925781;204,686279;2005;12;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,226562;145;-896;-896;2631;19,2535;No alert, no SPI, aircraft airbone;
01:55:03:875;6904;41,22876438;2,05787518;342,903346821666;4,757812;204,87854;2005;11,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,753906;145;-1024;-928;2631;19,3744;No alert, no SPI, aircraft airbone;
01:55:07:875;6908;41,23147971;2,05913447;327,663048716262;4,585938;205,08728;2005;10,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,753906;143;-928;-832;2631;19,1437;No alert, no SPI, aircraft airbone;
01:55:11:875;6912;41,23407226;2,06033731;312,422776312567;4,421875;205,301514;2005;10,25;346047;VLG7895;1017;0,176;19,160;150;0,281;144;17,929688;141;-832;-800;2631;19,27;No alert, no SPI, aircraft airbone;
01:55:15:883;6916;41,23666874;2,06153278;297,182514336891;4,257812;205,53772;2005;9,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;18,105469;140;-768;-768;2631;19,1602;No alert, no SPI, aircraft airbone;
01:55:19:891;6920;41,23926231;2,06274038;281,942266103812;4,09375;205,784912;2005;9,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;18,105469;140;-736;-736;2631;19,1602;No alert, no SPI, aircraft airbone;
01:55:23:891;6924;41,24186057;2,06393959;266,702028151602;3,929688;206,05957;2005;8,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;18,105469;139;-736;-704;2631;19,1602;No alert, no SPI, aircraft airbone;
01:55:27:898;6928;41,24445937;2,06514239;251,461802455597;3,765625;206,356201;2005;8,25;346047;VLG7895;1017;-0,176;19,160;148;-0,125;142;18,105469;139;-736;-704;2631;19,2865;No alert, no SPI, aircraft airbone;
01:55:31:898;6932;41,24706264;2,06633902;236,221587492153;3,601562;206,685791;2005;7,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,929688;141;-768;-672;2631;19,2865;No alert, no SPI, aircraft airbone;
01:55:35:922;6936;41,24966359;2,06754824;220,981386064552;3,4375;207,037354;2005;7,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,050781;141;-768;-704;2631;19,2865;No alert, no SPI, aircraft airbone;
01:55:39:930;6940;41,25221749;2,06869716;205,741196223535;3,277344;207,443848;2005;6,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,050781;141;-768;-736;2631;18,6768;No alert, no SPI, aircraft airbone;
01:55:43:922;6944;41,25477274;2,06985157;190,50101846084;3,117188;207,888794;2005;6,25;346047;VLG7895;1017;-0,176;18,633;146;-0,125;142;17,050781;141;-800;-768;2631;18,8031;No alert, no SPI, aircraft airbone;
01:55:47:930;6948;41,25733612;2,07099596;175,260850678198;2,957031;208,394165;2005;5,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,050781;140;-768;-768;2631;18,5559;No alert, no SPI, aircraft airbone;
01:55:51:930;6952;41,25990003;2,07215112;160,020695617422;2,796875;208,948975;2005;5,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,402344;140;-800;-800;2631;19,0613;No alert, no SPI, aircraft airbone;
01:55:55:938;6956;41,26240068;2,07329260;144,780556946062;2,640625;209,542236;2005;4,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,226562;140;-800;-800;2631;18,6823;No alert, no SPI, aircraft airbone;
01:55:59:945;6960;41,26491560;2,07441205;121,920426455326;2,484375;210,239868;2005;4;346047;VLG7895;1017;-0,703;18,633;142;0,062;142;16,875;140;-832;-832;2631;18,8141;No alert, no SPI, aircraft airbone;
01:56:03:961;6964;41,26743036;2,07555448;106,680309124291;2,328125;211,008911;2005;3,5;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,523438;139;-864;-832;2631;18,4296;No alert, no SPI, aircraft airbone;
01:56:07:969;6968;41,26990577;2,07663794;91,4402016727254;2,175781;211,915283;2005;3;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,699219;140;-800;-800;2631;18,5614;No alert, no SPI, aircraft airbone;
01:56:11:984;6972;41,27238527;2,07773918;76,2001063385978;2,023438;212,942505;2005;2,5;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,050781;139;-640;-704;2631;18,6877;No alert, no SPI, aircraft airbone;
01:56:16:000;6976;41,27486315;2,07887424;60,9600244322792;1,871094;214,096069;2005;2;346047;VLG7895;1017;0,527;18,984;140;-0,438;140;16,875;140;-704;-704;2631;19,2096;No alert, no SPI, aircraft airbone;
01:56:20:016;6980;41,27728272;2,08000405;45,7199562806636;1,722656;215,392456;2005;1,5;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,523438;140;-672;-736;2631;19,3469;No alert, no SPI, aircraft airbone;
01:56:24:031;6984;41,27971168;2,08115712;30,4798992602155;1,574219;216,914062;2005;1;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,699219;140;-672;-704;2631;19,4843;No alert, no SPI, aircraft airbone;
01:56:28:047;6988;41,28209869;2,08229042;15,2398531381041;1,429688;218,71582;2005;0,5;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,699219;139;-800;-704;2631;19,7644;No alert, no SPI, aircraft airbone;
01:56:32:070;6992;41,28444866;2,08340757;7,61981739848852;1,289062;220,880127;2005;0,25;346047;VLG7895;1017;-1,582;19,336;136;0,344;138;16,171875;138;-608;-672;2631;19,3689;No alert, no SPI, aircraft airbone;
01:56:36:102;6996;41,28679379;2,08448030;-0,000210897997021675;1,152344;223,632202;2005;-0,25;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,171875;138;-672;-544;2631;19,1052;No alert, no SPI, aircraft airbone;
01:56:40:141;7000;41,28912880;2,08554820;-0,000229422934353352;1,019531;227,098389;2005;-0,75;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;15,996094;135;-736;-512;2631;18,8416;No alert, no SPI, aircraft airbone;
01:56:44:211;7004;41,29147574;2,08662990;-0,000237971544265747;0,890625;231,591797;2005;-1;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;16,171875;132;-160;-128;2631;19,248;No alert, no SPI, aircraft airbone;
01:56:48:266;7008;41,29385259;2,08777529;-0,000234742648899555;0,765625;237,55188;2005;-1,25;346047;VLG7895;1017;0;18,809;132;-1,375;130;15,820312;129;64;-128;2631;18,7097;No alert, no SPI, aircraft airbone;
01:56:56:445;7016;41,29804852;2,08977261;-0,000206466764211655;0,578125;254,020386;2005;-1;346047;VLG7895;1017;N/A;N/A;N/A;N/A;N/A;17,226562;109;-64;-96;2631;18,5944;No alert, no SPI, aircraft airbone;
02:12:46:570;7967;41,51300775;2,59539060;11277,3085141396;26,386719;60,084229;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,125;247;64;-64;258;231,2787;No alert, no SPI, aircraft airbone;
02:12:50:578;7971;41,50778822;2,58673934;11277,3179078978;25,90625;60,265503;4004;370;020177;MAC456T;1013;-0,703;-128,848;452;0;434;-118,300781;248;32;0;258;231,2787;No alert, no SPI, aircraft airbone;
02:12:54:578;7975;41,50260698;2,57804026;11277,3272367632;25,425781;60,446777;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,300781;248;0;32;258;231,1798;No alert, no SPI, aircraft airbone;
02:12:58:586;7979;41,49739642;2,56934288;11277,3363991631;24,945312;60,639038;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,300781;249;96;32;258;231,0809;No alert, no SPI, aircraft airbone;
02:13:02:586;7983;41,49212782;2,56056452;11277,3454905935;24,460938;60,842285;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,300781;249;-128;-32;258;231,0809;No alert, no SPI, aircraft airbone;
02:13:06:586;7987;41,48690241;2,55183336;11277,3543884037;23,980469;61,051025;4004;370;020177;MAC456T;1013;-0,176;-128,848;454;-0,031;436;-118,300781;248;128;-64;258;231,1798;No alert, no SPI, aircraft airbone;
02:13:10:594;7991;41,48162586;2,54321654;11277,3629706148;23,503906;61,281738;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,300781;248;-32;-32;258;231,1798;No alert, no SPI, aircraft airbone;
02:13:14:594;7995;41,47636700;2,53456037;11277,3714639004;23,027344;61,517944;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,300781;248;-192;32;258;231,1798;No alert, no SPI, aircraft airbone;
02:13:18:617;7999;41,47109702;2,52588391;11277,3798303632;22,550781;61,765137;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,300781;249;-128;32;258;231,1798;No alert, no SPI, aircraft airbone;
02:13:22:609;8003;41,46575961;2,51722439;11277,3880033158;22,074219;62,034302;4004;370;020177;MAC456T;1013;-0,527;-128,848;454;-0,031;438;-118,300781;250;128;64;258;231,1798;No alert, no SPI, aircraft airbone;
02:13:26:609;8007;41,46054047;2,50855169;11277,3960909238;21,601562;62,297974;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,300781;250;-32;64;258;231,1798;No alert, no SPI, aircraft airbone;
02:13:30:609;8011;41,45529093;2,49986616;11277,4040334355;21,128906;62,578125;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,476562;249;-320;32;258;231,1798;No alert, no SPI, aircraft airbone;
02:13:34:617;8015;41,45004477;2,49114199;11277,4118712815;20,65625;62,869263;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,652344;249;128;0;258;231,0974;No alert, no SPI, aircraft airbone;
02:13:38:617;8019;41,44486679;2,48253648;11277,4194541369;20,191406;63,171387;4004;370;020177;MAC456T;1013;0;-128,848;452;0;436;-118,652344;248;-160;-32;258;231,0974;No alert, no SPI, aircraft airbone;
02:13:42:625;8023;41,43961463;2,47383768;11277,4269646611;19,722656;63,495483;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,652344;249;-64;64;258;231,0974;No alert, no SPI, aircraft airbone;
02:13:46:633;8027;41,43435660;2,46519918;11277,4342623828;19,257812;63,841553;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,652344;250;-96;96;258;231,0974;No alert, no SPI, aircraft airbone;
02:13:50:641;8031;41,42909938;2,45661309;11277,4413618445;18,796875;64,209595;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,652344;250;-64;96;258;231,0974;No alert, no SPI, aircraft airbone;
02:13:54:641;8035;41,42383494;2,44794384;11285,0683972863;18,335938;64,594116;4004;370,25;020177;MAC456T;1013;0;-128,848;452;0,031;438;-118,652344;250;224;64;258;231,0974;No alert, no SPI, aircraft airbone;
02:13:58:648;8039;41,41859410;2,43933979;11285,0752297817;17,878906;65,00061;4004;370,25;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,652344;250;192;0;258;231,1963;No alert, no SPI, aircraft airbone;
02:14:02:656;8043;41,41334464;2,43068067;11285,0819666004;17,421875;65,429077;4004;370,25;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,652344;249;-64;0;258;231,1963;No alert, no SPI, aircraft airbone;
02:14:06:656;8047;41,40809937;2,42205493;11285,0885270974;16,96875;65,88501;4004;370,25;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-118,828125;248;-320;0;258;231,1194;No alert, no SPI, aircraft airbone;
02:14:10:664;8051;41,40284423;2,41346544;11285,0949076563;16,519531;66,373901;4004;370,25;020177;MAC456T;1013;-0,527;-128,848;452;0,031;436;-119,003906;248;224;-64;258;231,0205;No alert, no SPI, aircraft airbone;
02:14:14:672;8055;41,39758400;2,40480173;11285,1012070971;16,070312;66,890259;4004;370,25;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,003906;249;-320;-64;258;231,0205;No alert, no SPI, aircraft airbone;
02:14:18:680;8059;41,39231291;2,39616136;11285,1073376592;15,625;67,445068;4004;370,25;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,003906;249;-288;-64;258;231,0205;No alert, no SPI, aircraft airbone;
02:14:22:695;8063;41,38709563;2,38754506;11277,4933140511;15,183594;68,027344;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,179688;249;-160;-64;258;231,0205;No alert, no SPI, aircraft airbone;
02:14:26:703;8067;41,38181839;2,37892103;11277,499139172;14,746094;68,664551;4004;370;020177;MAC456T;1013;-0,352;-129,023;452;-0,062;438;-119,355469;249;-160;-32;258;231,0205;No alert, no SPI, aircraft airbone;
02:14:30:711;8071;41,37654900;2,37028507;11277,5048300307;14,3125;69,345703;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,355469;249;-256;0;258;230,9216;No alert, no SPI, aircraft airbone;
02:14:34:719;8075;41,37126994;2,36173762;11277,5103086345;13,886719;70,08728;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,53125;249;-32;0;258;230,9216;No alert, no SPI, aircraft airbone;
02:14:38:727;8079;41,36598803;2,35305936;11277,5157388858;13,460938;70,878296;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,707031;249;64;0;258;230,9216;No alert, no SPI, aircraft airbone;
02:14:42:734;8083;41,36070412;2,34439035;11285,1410152242;13,042969;71,735229;4004;370,25;020177;MAC456T;1013;-0,879;-129,023;452;0;440;-119,707031;249;128;32;258;230,9216;No alert, no SPI, aircraft airbone;
02:14:46:750;8087;41,35540434;2,33587378;11277,5260417368;12,632812;72,680054;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,53125;250;64;0;258;230,9216;No alert, no SPI, aircraft airbone;
02:14:50:758;8091;41,35016908;2,32725563;11285,151001689;12,230469;73,67981;4004;370,25;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,53125;251;128;0;258;230,9216;No alert, no SPI, aircraft airbone;
02:14:54:773;8095;41,34481985;2,31869643;11277,5357680013;11,832031;74,811401;4004;370;020177;MAC456T;1013;N/A;N/A;N/A;N/A;N/A;-119,53125;251;-160;0;258;230,8228;No alert, no SPI, aircraft airbone;
02:14:58:789;8099;41,33952418;2,31005069;11277,5404504864;11,441406;76,025391;4004;370;020177;MAC456T;1013;-0,176;-129,199;452;0;440;-119,355469;250;-160;0;258;230,7458;No alert, no SPI, aircraft airbone;
